seq,lob_time,t_send,t_reflex,t_fpga,latency_gap_ns,reflex_act,fpga_score,final_dec
1170,34287.992683726,164303309136713,164303309147753,0,-1,TAKE_LIQUIDITY,0.0,BUY
1171,34287.993187033,164303329148527,164303329157915,0,-1,TAKE_LIQUIDITY,0.0,BUY
1172,34287.993589526,164303349169599,164303349186300,0,-1,TAKE_LIQUIDITY,0.0,BUY
1173,34287.993934427,164303369186563,164303369198505,0,-1,TAKE_LIQUIDITY,0.0,BUY
1174,34287.994244714,164303389217312,164303389237170,0,-1,TAKE_LIQUIDITY,0.0,BUY
1175,34287.994584668,164303409244135,164303409265285,0,-1,TAKE_LIQUIDITY,0.0,BUY
1176,34287.994910916,164303429258504,164303429269204,0,-1,TAKE_LIQUIDITY,0.0,BUY
1177,34288.028342634,164303449277842,164303449293642,0,-1,TAKE_LIQUIDITY,0.0,BUY
1178,34288.029080828,164303469293714,164303469304945,0,-1,TAKE_LIQUIDITY,0.0,BUY
1179,34288.029185369,164303489316529,164303489337589,0,-1,TAKE_LIQUIDITY,0.0,BUY
1180,34288.029388919,164303509346758,164303509364852,0,-1,TAKE_LIQUIDITY,0.0,BUY
1181,34288.029553147,164303529361448,164303529372008,0,-1,TAKE_LIQUIDITY,0.0,BUY
1182,34288.029710803,164303549378191,164303549391055,0,-1,TAKE_LIQUIDITY,0.0,BUY
1183,34288.029891221,164303569393672,164303569404914,0,-1,TAKE_LIQUIDITY,0.0,BUY
1184,34288.030049884,164303589415285,164303589431606,0,-1,TAKE_LIQUIDITY,0.0,BUY
1185,34288.065893097,164303609436176,164303609452397,0,-1,TAKE_LIQUIDITY,0.0,BUY
1186,34288.067309636,164303629449934,164303629460705,0,-1,TAKE_LIQUIDITY,0.0,BUY
1187,34288.170764629,164303649468622,164303649482187,0,-1,TAKE_LIQUIDITY,0.0,BUY
1188,34288.170941419,164303669484093,164303669495755,0,-1,TAKE_LIQUIDITY,0.0,BUY
1189,34288.204018241,164303689504533,164303689518089,0,-1,TAKE_LIQUIDITY,0.0,BUY
1190,34288.258822569,164303709521728,164303709533169,0,-1,TAKE_LIQUIDITY,0.0,BUY
1191,34288.260860036,164303729540064,164303729554321,0,-1,TAKE_LIQUIDITY,0.0,BUY
1192,34288.260860036,164303749553051,164303749563971,0,-1,TAKE_LIQUIDITY,0.0,BUY
1193,34288.260860036,164303769592377,164303769622493,0,-1,TAKE_LIQUIDITY,0.0,BUY
1194,34288.260860036,164303789626733,164303789644466,0,-1,TAKE_LIQUIDITY,0.0,BUY
1195,34288.337563927,164303809645631,164303809656331,0,-1,TAKE_LIQUIDITY,0.0,BUY
1196,34288.337563927,164303829665150,164303829679166,0,-1,TAKE_LIQUIDITY,0.0,BUY
1197,34288.337563927,164303849679328,164303849689608,0,-1,TAKE_LIQUIDITY,0.0,BUY
1198,34288.337563927,164303869698446,164303869713695,0,-1,TAKE_LIQUIDITY,0.0,BUY
1199,34288.337563927,164303889724547,164303889741479,0,-1,TAKE_LIQUIDITY,0.0,BUY
1200,34288.394703981,164303909740930,164303909751340,0,-1,TAKE_LIQUIDITY,0.0,BUY
1201,34288.394703981,164303929789123,164303929800394,0,-1,TAKE_LIQUIDITY,0.0,BUY
1202,34288.394703981,164303949829481,164303949859517,0,-1,TAKE_LIQUIDITY,0.0,BUY
1203,34288.724689483,164303969868586,164303969901678,0,-1,TAKE_LIQUIDITY,0.0,BUY
1204,34288.724858418,164303989898555,164303989921958,0,-1,TAKE_LIQUIDITY,0.0,BUY
1205,34288.725140581,164304009916651,164304009928994,0,-1,TAKE_LIQUIDITY,0.0,BUY
1206,34288.725140581,164304029937181,164304029951628,0,-1,TAKE_LIQUIDITY,0.0,BUY
1207,34288.725218205,164304049951450,164304049961509,0,-1,TAKE_LIQUIDITY,0.0,BUY
1208,34288.725218205,164304069964006,164304069973834,0,-1,TAKE_LIQUIDITY,0.0,BUY
1209,34288.725218205,164304089989696,164304090009283,0,-1,TAKE_LIQUIDITY,0.0,BUY
1210,34288.725218205,164304110012491,164304110030204,0,-1,TAKE_LIQUIDITY,0.0,BUY
1211,34288.725218205,164304130026560,164304130036348,0,-1,TAKE_LIQUIDITY,0.0,BUY
1212,34288.725218205,164304150090993,164304150105129,0,-1,TAKE_LIQUIDITY,0.0,BUY
1213,34288.725218205,164304170106173,164304170117324,0,-1,TAKE_LIQUIDITY,0.0,BUY
1214,34288.725218205,164304190127966,164304190145008,0,-1,TAKE_LIQUIDITY,0.0,BUY
1215,34288.725218205,164304210148747,164304210165599,0,-1,TAKE_LIQUIDITY,0.0,BUY
1216,34288.725218205,164304230175179,164304230191039,0,-1,TAKE_LIQUIDITY,0.0,BUY
1217,34288.725218205,164304250201330,164304250217120,0,-1,TAKE_LIQUIDITY,0.0,BUY
1218,34288.725310169,164304270226740,164304270244974,0,-1,TAKE_LIQUIDITY,0.0,BUY
1219,34288.725325865,164304290248613,164304290263802,0,-1,TAKE_LIQUIDITY,0.0,BUY
1220,34288.725360959,164304310272751,164304310288911,0,-1,TAKE_LIQUIDITY,0.0,BUY
1221,34288.725439872,164304330286358,164304330294594,0,-1,TAKE_LIQUIDITY,0.0,BUY
1222,34288.725439872,164304350302150,164304350311397,0,-1,TAKE_LIQUIDITY,0.0,BUY
1223,34288.725479499,164304370323793,164304370341817,0,-1,TAKE_LIQUIDITY,0.0,BUY
1224,34288.725479499,164304390351156,164304390365012,0,-1,TAKE_LIQUIDITY,0.0,BUY
1225,34288.72553753,164304410363672,164304410374102,0,-1,TAKE_LIQUIDITY,0.0,BUY
1226,34288.72553753,164304430380365,164304430391777,0,-1,TAKE_LIQUIDITY,0.0,BUY
1227,34288.725560496,164304450391158,164304450400044,0,-1,TAKE_LIQUIDITY,0.0,BUY
1228,34288.725639165,164304470411568,164304470426376,0,-1,TAKE_LIQUIDITY,0.0,BUY
1229,34288.725639165,164304490432299,164304490445985,0,-1,TAKE_LIQUIDITY,0.0,BUY
1230,34288.725677485,164304510445646,164304510454423,0,-1,TAKE_LIQUIDITY,0.0,BUY
1231,34288.725677485,164304530477098,164304530497426,0,-1,TAKE_LIQUIDITY,0.0,BUY
1232,34288.726481689,164304550491166,164304550499822,0,-1,TAKE_LIQUIDITY,0.0,BUY
1233,34288.726568752,164304570508962,164304570522357,0,-1,TAKE_LIQUIDITY,0.0,BUY
1234,34288.726584723,164304590628157,164304590643967,0,-1,TAKE_LIQUIDITY,0.0,BUY
1235,34288.727028043,164304610644220,164304610654689,0,-1,TAKE_LIQUIDITY,0.0,BUY
1236,34288.727115472,164304630661384,164304630672425,0,-1,TAKE_LIQUIDITY,0.0,BUY
1237,34288.727131258,164304650673439,164304650681644,0,-1,TAKE_LIQUIDITY,0.0,BUY
1238,34288.733526741,164304670699690,164304670719347,0,-1,TAKE_LIQUIDITY,0.0,BUY
1239,34288.733618791,164304690720080,164304690734628,0,-1,TAKE_LIQUIDITY,0.0,BUY
1240,34288.770969403,164304710732225,164304710740601,0,-1,TAKE_LIQUIDITY,0.0,BUY
1241,34289.317897608,164304730750291,164304730768415,0,-1,TAKE_LIQUIDITY,0.0,BUY
1242,34289.527049784,164304750762066,164304750770712,0,-1,TAKE_LIQUIDITY,0.0,BUY
1243,34289.818734718,164304770773078,164304770783037,0,-1,TAKE_LIQUIDITY,0.0,BUY
1244,34289.884308585,164304790806864,164304790832652,0,-1,TAKE_LIQUIDITY,0.0,BUY
1245,34290.611030563,164304810831112,164304810843455,0,-1,TAKE_LIQUIDITY,0.0,BUY
1246,34290.611113017,164304830851482,164304830860439,0,-1,TAKE_LIQUIDITY,0.0,BUY
1247,34290.611600353,164304850867705,164304850878465,0,-1,TAKE_LIQUIDITY,0.0,BUY
1248,34290.736078392,164304870878497,164304870887714,0,-1,TAKE_LIQUIDITY,0.0,BUY
1249,34291.033125417,164304890897655,164304890911731,0,-1,TAKE_LIQUIDITY,0.0,BUY
1250,34291.033125417,164304910914198,164304910926080,0,-1,TAKE_LIQUIDITY,0.0,BUY
1251,34291.033125417,164304930925161,164304930933176,0,-1,TAKE_LIQUIDITY,0.0,BUY
1252,34291.033219724,164304950941143,164304950952534,0,-1,TAKE_LIQUIDITY,0.0,BUY
1253,34291.046208367,164304970957846,164304970969017,0,-1,TAKE_LIQUIDITY,0.0,BUY
1254,34291.046208367,164304990978127,164304990991712,0,-1,TAKE_LIQUIDITY,0.0,BUY
1255,34291.19828947,164305010996002,164305011015028,0,-1,TAKE_LIQUIDITY,0.0,BUY
1256,34291.200875325,164305031008277,164305031018336,0,-1,TAKE_LIQUIDITY,0.0,BUY
1257,34291.20324552,164305051024580,164305051037364,0,-1,TAKE_LIQUIDITY,0.0,BUY
1258,34291.204057184,164305071038038,164305071049469,0,-1,TAKE_LIQUIDITY,0.0,BUY
1259,34291.209983199,164305091060301,164305091075400,0,-1,TAKE_LIQUIDITY,0.0,BUY
1260,34291.466544724,164305111072296,164305111081594,0,-1,TAKE_LIQUIDITY,0.0,BUY
1261,34291.582373887,164305131091124,164305131105991,0,-1,TAKE_LIQUIDITY,0.0,BUY
1262,34291.584592378,164305151104210,164305151112816,0,-1,TAKE_LIQUIDITY,0.0,BUY
1263,34291.744590668,164305171125042,164305171140070,0,-1,TAKE_LIQUIDITY,0.0,BUY
1264,34291.747577457,164305191159418,164305191185447,0,-1,TAKE_LIQUIDITY,0.0,BUY
1265,34291.806903906,164305211188134,164305211211819,0,-1,TAKE_LIQUIDITY,0.0,BUY
1266,34291.809313582,164305231230876,164305231262957,0,-1,TAKE_LIQUIDITY,0.0,BUY
1267,34291.814219233,164305251250646,164305251270473,0,-1,TAKE_LIQUIDITY,0.0,BUY
1268,34291.86740175,164305271277007,164305271297335,0,-1,TAKE_LIQUIDITY,0.0,BUY
1269,34293.270308721,164305291304551,164305291330279,0,-1,TAKE_LIQUIDITY,0.0,BUY
1270,34293.270308721,164305311319862,164305311333838,0,-1,TAKE_LIQUIDITY,0.0,BUY
1271,34293.752142428,164305331344390,164305331357605,0,-1,TAKE_LIQUIDITY,0.0,BUY
1272,34293.967906396,164305351360412,164305351369670,0,-1,TAKE_LIQUIDITY,0.0,BUY
1273,34296.00851097,164305371381825,164305371397584,0,-1,TAKE_LIQUIDITY,0.0,BUY
1274,34296.171066895,164305391400862,164305391414628,0,-1,TAKE_LIQUIDITY,0.0,BUY
1275,34296.815549138,164305411413158,164305411421383,0,-1,TAKE_LIQUIDITY,0.0,BUY
1276,34296.81787371,164305431429931,164305431441733,0,-1,TAKE_LIQUIDITY,0.0,BUY
1277,34297.208815143,164305451442397,164305451451233,0,-1,TAKE_LIQUIDITY,0.0,BUY
1278,34297.209226118,164305471453530,164305471461224,0,-1,TAKE_LIQUIDITY,0.0,BUY
1279,34297.209845157,164305491470584,164305491482566,0,-1,TAKE_LIQUIDITY,0.0,BUY
1280,34297.209845157,164305511487097,164305511496915,0,-1,TAKE_LIQUIDITY,0.0,BUY
1281,34297.212700845,164305531497489,164305531505764,0,-1,TAKE_LIQUIDITY,0.0,BUY
1282,34297.219460878,164305551511367,164305551520574,0,-1,TAKE_LIQUIDITY,0.0,BUY
1283,34297.35971413,164305571533491,164305571547166,0,-1,TAKE_LIQUIDITY,0.0,BUY
1284,34297.35971413,164305591563168,164305591582885,0,-1,TAKE_LIQUIDITY,0.0,BUY
1285,34297.359875809,164305611584761,164305611599719,0,-1,TAKE_LIQUIDITY,0.0,BUY
1286,34297.560045359,164305631598659,164305631609159,0,-1,TAKE_LIQUIDITY,0.0,BUY
1287,34297.564673576,164305651616324,164305651628908,0,-1,TAKE_LIQUIDITY,0.0,BUY
1288,34297.635945497,164305671637657,164305671652665,0,-1,TAKE_LIQUIDITY,0.0,BUY
1289,34297.635945497,164305691659379,164305691675610,0,-1,TAKE_LIQUIDITY,0.0,BUY
1290,34297.635945497,164305711682154,164305711698635,0,-1,TAKE_LIQUIDITY,0.0,BUY
1291,34297.635945497,164305731696564,164305731706602,0,-1,TAKE_LIQUIDITY,0.0,BUY
1292,34297.635945497,164305751714880,164305751727283,0,-1,TAKE_LIQUIDITY,0.0,BUY
1293,34297.636034158,164305771733457,164305771743716,0,-1,TAKE_LIQUIDITY,0.0,BUY
1294,34297.63978556,164305791766932,164305791791508,0,-1,TAKE_LIQUIDITY,0.0,BUY
1295,34297.63978556,164305811777895,164305811785569,0,-1,TAKE_LIQUIDITY,0.0,BUY
1296,34297.63978949,164305831795249,164305831808103,0,-1,TAKE_LIQUIDITY,0.0,BUY
1297,34297.639868298,164305851809468,164305851820088,0,-1,TAKE_LIQUIDITY,0.0,BUY
1298,34297.734218655,164305871833586,164305871850497,0,-1,TAKE_LIQUIDITY,0.0,BUY
1299,34297.788290593,164305891852393,164305891864456,0,-1,TAKE_LIQUIDITY,0.0,BUY
1300,34298.131527321,164305911864508,164305911873314,0,-1,TAKE_LIQUIDITY,0.0,BUY
1301,34301.616326243,164305931906950,164305931918792,0,-1,TAKE_LIQUIDITY,0.0,BUY
1302,34303.448555454,164305951926508,164305951938200,0,-1,TAKE_LIQUIDITY,0.0,BUY
1303,34303.448555454,164305971972717,164305972005749,0,-1,TAKE_LIQUIDITY,0.0,BUY
1304,34303.450171221,164305992008286,164305992041859,0,-1,TAKE_LIQUIDITY,0.0,BUY
1305,34303.472545824,164306012022986,164306012035529,0,-1,TAKE_LIQUIDITY,0.0,BUY
1306,34303.484131967,164306032041202,164306032054076,0,-1,TAKE_LIQUIDITY,0.0,BUY
1307,34303.633940493,164306052079005,164306052101858,0,-1,TAKE_LIQUIDITY,0.0,BUY
1308,34303.636527352,164306072120726,164306072151243,0,-1,TAKE_LIQUIDITY,0.0,BUY
1309,34303.640587376,164306092162216,164306092191971,0,-1,TAKE_LIQUIDITY,0.0,BUY
1310,34303.69658252,164306112197684,164306112224645,0,-1,TAKE_LIQUIDITY,0.0,BUY
1311,34305.095907735,164306132235517,164306132264452,0,-1,TAKE_LIQUIDITY,0.0,BUY
1312,34305.095907735,164306152270385,164306152297776,0,-1,TAKE_LIQUIDITY,0.0,BUY
1313,34305.098815535,164306172362660,164306172388248,0,-1,TAKE_LIQUIDITY,0.0,BUY
1314,34305.098815535,164306192408057,164306192440328,0,-1,TAKE_LIQUIDITY,0.0,BUY
1315,34305.098815535,164306212447223,164306212480235,0,-1,TAKE_LIQUIDITY,0.0,BUY
1316,34305.09956531,164306232490276,164306232523749,0,-1,TAKE_LIQUIDITY,0.0,BUY
1317,34305.099680933,164306252532928,164306252565299,0,-1,TAKE_LIQUIDITY,0.0,BUY
1318,34305.099850554,164306272574879,164306272608602,0,-1,TAKE_LIQUIDITY,0.0,BUY
1319,34305.100266031,164306292618934,164306292651455,0,-1,TAKE_LIQUIDITY,0.0,BUY
1320,34305.100919551,164306312662137,164306312694067,0,-1,TAKE_LIQUIDITY,0.0,BUY
1321,34305.100919551,164306332697405,164306332722773,0,-1,TAKE_LIQUIDITY,0.0,BUY
1322,34305.102384427,164306352724999,164306352739015,0,-1,TAKE_LIQUIDITY,0.0,BUY
1323,34305.102707308,164306372741302,164306372752272,0,-1,TAKE_LIQUIDITY,0.0,BUY
1324,34305.102778041,164306392783222,164306392814461,0,-1,TAKE_LIQUIDITY,0.0,BUY
1325,34305.114148562,164306412816477,164306412837266,0,-1,TAKE_LIQUIDITY,0.0,BUY
1326,34305.114575046,164306432830045,164306432838851,0,-1,TAKE_LIQUIDITY,0.0,BUY
1327,34305.11464071,164306452845165,164306452856015,0,-1,TAKE_LIQUIDITY,0.0,BUY
1328,34305.114954126,164306472857691,164306472866056,0,-1,TAKE_LIQUIDITY,0.0,BUY
1329,34305.114954126,164306492875316,164306492889272,0,-1,TAKE_LIQUIDITY,0.0,BUY
1330,34305.115051218,164306512888994,164306512899133,0,-1,TAKE_LIQUIDITY,0.0,BUY
1331,34305.115071463,164306532906679,164306532920605,0,-1,TAKE_LIQUIDITY,0.0,BUY
1332,34305.115479592,164306552924905,164306552936968,0,-1,TAKE_LIQUIDITY,0.0,BUY
1333,34305.116128437,164306572949323,164306572965464,0,-1,TAKE_LIQUIDITY,0.0,BUY
1334,34305.116187222,164306592970886,164306592985002,0,-1,TAKE_LIQUIDITY,0.0,BUY
1335,34305.116657325,164306612995384,164306613012426,0,-1,TAKE_LIQUIDITY,0.0,BUY
1336,34305.116908184,164306633035361,164306633064406,0,-1,TAKE_LIQUIDITY,0.0,BUY
1337,34305.117211975,164306653063226,164306653082602,0,-1,TAKE_LIQUIDITY,0.0,BUY
1338,34305.118484312,164306673093024,164306673116828,0,-1,TAKE_LIQUIDITY,0.0,BUY
1339,34305.118490539,164306693116850,164306693133852,0,-1,TAKE_LIQUIDITY,0.0,BUY
1340,34305.119195738,164306713131901,164306713142300,0,-1,TAKE_LIQUIDITY,0.0,BUY
1341,34305.119411437,164306733154495,164306733171577,0,-1,TAKE_LIQUIDITY,0.0,BUY
1342,34305.119668622,164306753169155,164306753181508,0,-1,TAKE_LIQUIDITY,0.0,BUY
1343,34305.120101375,164306773203702,164306773229340,0,-1,TAKE_LIQUIDITY,0.0,BUY
1344,34305.12024044,164306793231536,164306793253818,0,-1,TAKE_LIQUIDITY,0.0,BUY
1345,34305.121609072,164306813245104,164306813257617,0,-1,TAKE_LIQUIDITY,0.0,BUY
1346,34305.121609814,164306833265144,164306833280392,0,-1,TAKE_LIQUIDITY,0.0,BUY
1347,34305.122293066,164306853277429,164306853288019,0,-1,TAKE_LIQUIDITY,0.0,BUY
1348,34305.123763025,164306873309411,164306873334648,0,-1,TAKE_LIQUIDITY,0.0,BUY
1349,34305.124700494,164306893350360,164306893379484,0,-1,TAKE_LIQUIDITY,0.0,BUY
1350,34305.125406611,164306913386199,164306913414803,0,-1,TAKE_LIQUIDITY,0.0,BUY
1351,34305.125875521,164306933418692,164306933443709,0,-1,TAKE_LIQUIDITY,0.0,BUY
1352,34305.126136913,164306953456095,164306953483626,0,-1,TAKE_LIQUIDITY,0.0,BUY
1353,34305.126558608,164306973502233,164306973536317,0,-1,TAKE_LIQUIDITY,0.0,BUY
1354,34305.126702906,164306993544996,164306993575012,0,-1,TAKE_LIQUIDITY,0.0,BUY
1355,34305.127169606,164307013586846,164307013618125,0,-1,TAKE_LIQUIDITY,0.0,BUY
1356,34305.127525067,164307033626443,164307033657461,0,-1,TAKE_LIQUIDITY,0.0,BUY
1357,34305.128193705,164307053667492,164307053688702,0,-1,TAKE_LIQUIDITY,0.0,BUY
1358,34305.12865844,164307073711336,164307073745370,0,-1,TAKE_LIQUIDITY,0.0,BUY
1359,34305.129329782,164307093753127,164307093779406,0,-1,TAKE_LIQUIDITY,0.0,BUY
1360,34305.129775049,164307113790729,164307113814364,0,-1,TAKE_LIQUIDITY,0.0,BUY
1361,34305.129797528,164307133805670,164307133815799,0,-1,TAKE_LIQUIDITY,0.0,BUY
1362,34305.130441491,164307153823315,164307153836209,0,-1,TAKE_LIQUIDITY,0.0,BUY
1363,34305.130641952,164307173839708,164307173851350,0,-1,TAKE_LIQUIDITY,0.0,BUY
1364,34305.1307218,164307193858365,164307193869686,0,-1,TAKE_LIQUIDITY,0.0,BUY
1365,34305.131189133,164307213877793,164307213892411,0,-1,TAKE_LIQUIDITY,0.0,BUY
1366,34305.131602497,164307233891662,164307233901700,0,-1,TAKE_LIQUIDITY,0.0,BUY
1367,34305.132096812,164307253903786,164307253913074,0,-1,TAKE_LIQUIDITY,0.0,BUY
1368,34305.196811739,164307273934146,164307273951278,0,-1,TAKE_LIQUIDITY,0.0,BUY
1369,34305.198090308,164307293962180,164307293980595,0,-1,TAKE_LIQUIDITY,0.0,BUY
1370,34305.199907331,164307313976840,164307313987460,0,-1,TAKE_LIQUIDITY,0.0,BUY
1371,34305.527462612,164307333999615,164307334015244,0,-1,TAKE_LIQUIDITY,0.0,BUY
1372,34305.750995193,164307354017120,164307354029383,0,-1,TAKE_LIQUIDITY,0.0,BUY
1373,34305.850784765,164307374051777,164307374074449,0,-1,TAKE_LIQUIDITY,0.0,BUY
1374,34305.850857887,164307394076946,164307394095461,0,-1,TAKE_LIQUIDITY,0.0,BUY
1375,34305.988655765,164307414091546,164307414103568,0,-1,TAKE_LIQUIDITY,0.0,BUY
1376,34306.014016602,164307434113389,164307434128066,0,-1,TAKE_LIQUIDITY,0.0,BUY
1377,34306.817398952,164307454127287,164307454137967,0,-1,TAKE_LIQUIDITY,0.0,BUY
1378,34306.881904199,164307474153909,164307474173326,0,-1,TAKE_LIQUIDITY,0.0,BUY
1379,34306.965749406,164307494179339,164307494198585,0,-1,TAKE_LIQUIDITY,0.0,BUY
1380,34307.041530663,164307514194389,164307514204799,0,-1,TAKE_LIQUIDITY,0.0,BUY
1381,34307.099099434,164307534214369,164307534229427,0,-1,TAKE_LIQUIDITY,0.0,BUY
1382,34307.102029995,164307554227336,164307554238887,0,-1,TAKE_LIQUIDITY,0.0,BUY
1383,34307.104120319,164307574257464,164307574276921,0,-1,TAKE_LIQUIDITY,0.0,BUY
1384,34307.148348046,164307594270681,164307594280690,0,-1,TAKE_LIQUIDITY,0.0,BUY
1385,34307.179353862,164307614293376,164307614309426,0,-1,TAKE_LIQUIDITY,0.0,BUY
1386,34307.265156556,164307634307484,164307634318024,0,-1,TAKE_LIQUIDITY,0.0,BUY
1387,34307.277117649,164307654334808,164307654349796,0,-1,TAKE_LIQUIDITY,0.0,BUY
1388,34307.277117649,164307674348606,164307674358504,0,-1,TAKE_LIQUIDITY,0.0,BUY
1389,34307.282715862,164307694374136,164307694392831,0,-1,TAKE_LIQUIDITY,0.0,BUY
1390,34307.284577512,164307714402772,164307714425023,0,-1,TAKE_LIQUIDITY,0.0,BUY
1391,34307.293114044,164307734423222,164307734436838,0,-1,TAKE_LIQUIDITY,0.0,BUY
1392,34307.293768011,164307754445747,164307754460274,0,-1,TAKE_LIQUIDITY,0.0,BUY
1393,34307.29950428,164307774474513,164307774496254,0,-1,TAKE_LIQUIDITY,0.0,BUY
1394,34307.300146468,164307794500554,164307794518698,0,-1,TAKE_LIQUIDITY,0.0,BUY
1395,34307.406032471,164307814524922,164307814543116,0,-1,TAKE_LIQUIDITY,0.0,BUY
1396,34309.160090854,164307834538429,164307834551073,0,-1,TAKE_LIQUIDITY,0.0,BUY
1397,34309.160158059,164307854563669,164307854580109,0,-1,TAKE_LIQUIDITY,0.0,BUY
1398,34309.163231458,164307874583308,164307874595911,0,-1,TAKE_LIQUIDITY,0.0,BUY
1399,34309.204020735,164307894609980,164307894625789,0,-1,TAKE_LIQUIDITY,0.0,BUY
1400,34309.208264288,164307914636361,164307914652662,0,-1,TAKE_LIQUIDITY,0.0,BUY
1401,34309.397581847,164307934674765,164307934684814,0,-1,TAKE_LIQUIDITY,0.0,BUY
1402,34309.448904884,164307954691078,164307954703772,0,-1,TAKE_LIQUIDITY,0.0,BUY
1403,34309.448904884,164307974740273,164307974778364,0,-1,TAKE_LIQUIDITY,0.0,BUY
1404,34309.451456255,164307994773627,164307994799566,0,-1,TAKE_LIQUIDITY,0.0,BUY
1405,34309.451572102,164308014789439,164308014799628,0,-1,TAKE_LIQUIDITY,0.0,BUY
1406,34309.515232115,164308034809960,164308034824717,0,-1,TAKE_LIQUIDITY,0.0,BUY
1407,34309.515232115,164308054822526,164308054832644,0,-1,TAKE_LIQUIDITY,0.0,BUY
1408,34309.517765457,164308074848677,164308074867081,0,-1,TAKE_LIQUIDITY,0.0,BUY
1409,34309.517892721,164308094876090,164308094892601,0,-1,TAKE_LIQUIDITY,0.0,BUY
1410,34309.520154119,164308114890650,164308114902251,0,-1,TAKE_LIQUIDITY,0.0,BUY
1411,34309.520154119,164308134914477,164308134929875,0,-1,TAKE_LIQUIDITY,0.0,BUY
1412,34309.572563152,164308154984740,164308154994569,0,-1,TAKE_LIQUIDITY,0.0,BUY
1413,34309.572687415,164308175011483,164308175031560,0,-1,TAKE_LIQUIDITY,0.0,BUY
1414,34309.623711603,164308195037434,164308195056028,0,-1,TAKE_LIQUIDITY,0.0,BUY
1415,34309.623711603,164308215051091,164308215061341,0,-1,TAKE_LIQUIDITY,0.0,BUY
1416,34309.626991643,164308235090507,164308235110966,0,-1,TAKE_LIQUIDITY,0.0,BUY
1417,34309.627124773,164308255109014,164308255122079,0,-1,TAKE_LIQUIDITY,0.0,BUY
1418,34309.629974124,164308275140065,164308275157107,0,-1,TAKE_LIQUIDITY,0.0,BUY
1419,34309.629974124,164308295166837,164308295183448,0,-1,TAKE_LIQUIDITY,0.0,BUY
1420,34309.748408819,164308315183771,164308315194341,0,-1,TAKE_LIQUIDITY,0.0,BUY
1421,34309.748541896,164308335197499,164308335206055,0,-1,TAKE_LIQUIDITY,0.0,BUY
1422,34309.799113349,164308355221496,164308355238498,0,-1,TAKE_LIQUIDITY,0.0,BUY
1423,34309.799235274,164308375240203,164308375253328,0,-1,TAKE_LIQUIDITY,0.0,BUY
1424,34309.994551822,164308395256045,164308395267216,0,-1,TAKE_LIQUIDITY,0.0,BUY
1425,34309.994551822,164308415274702,164308415286965,0,-1,TAKE_LIQUIDITY,0.0,BUY
1426,34309.994817066,164308435287188,164308435295904,0,-1,TAKE_LIQUIDITY,0.0,BUY
1427,34309.994817066,164308455300325,164308455309241,0,-1,TAKE_LIQUIDITY,0.0,BUY
1428,34309.998544497,164308475342466,164308475372382,0,-1,TAKE_LIQUIDITY,0.0,BUY
1429,34309.998690006,164308495373857,164308495395026,0,-1,TAKE_LIQUIDITY,0.0,BUY
1430,34309.999127455,164308515410758,164308515438330,0,-1,TAKE_LIQUIDITY,0.0,BUY
1431,34309.99926395,164308535428894,164308535442680,0,-1,TAKE_LIQUIDITY,0.0,BUY
1432,34310.002068208,164308555464513,164308555492756,0,-1,TAKE_LIQUIDITY,0.0,BUY
1433,34310.002068208,164308575500994,164308575530159,0,-1,TAKE_LIQUIDITY,0.0,BUY
1434,34310.005217125,164308595538897,164308595567451,0,-1,TAKE_LIQUIDITY,0.0,BUY
1435,34310.005360717,164308615568154,164308615589684,0,-1,TAKE_LIQUIDITY,0.0,BUY
1436,34310.052375914,164308635588174,164308635602250,0,-1,TAKE_LIQUIDITY,0.0,BUY
1437,34310.052511001,164308655623262,164308655649060,0,-1,TAKE_LIQUIDITY,0.0,BUY
1438,34310.116845233,164308675667767,164308675685671,0,-1,TAKE_LIQUIDITY,0.0,BUY
1439,34310.116845233,164308695699018,164308695722182,0,-1,TAKE_LIQUIDITY,0.0,BUY
1440,34310.117026476,164308715733214,164308715759484,0,-1,TAKE_LIQUIDITY,0.0,BUY
1441,34310.117026476,164308735762982,164308735784783,0,-1,TAKE_LIQUIDITY,0.0,BUY
1442,34310.119214476,164308755779526,164308755791438,0,-1,TAKE_LIQUIDITY,0.0,BUY
1443,34310.119335127,164308775813942,164308775839290,0,-1,TAKE_LIQUIDITY,0.0,BUY
1444,34310.121684846,164308795840945,164308795862505,0,-1,TAKE_LIQUIDITY,0.0,BUY
1445,34310.121684846,164308815856797,164308815868649,0,-1,TAKE_LIQUIDITY,0.0,BUY
1446,34310.154952328,164308835876666,164308835892236,0,-1,TAKE_LIQUIDITY,0.0,BUY
1447,34310.155076366,164308855892488,164308855904300,0,-1,TAKE_LIQUIDITY,0.0,BUY
1448,34310.22905144,164308875917547,164308875937505,0,-1,TAKE_LIQUIDITY,0.0,BUY
1449,34310.22905144,164308895941394,164308895959168,0,-1,TAKE_LIQUIDITY,0.0,BUY
1450,34310.23149353,164308915957717,164308915969619,0,-1,TAKE_LIQUIDITY,0.0,BUY
1451,34310.231617827,164308935978358,164308935993506,0,-1,TAKE_LIQUIDITY,0.0,BUY
1452,34310.234002067,164308955995442,164308956007715,0,-1,TAKE_LIQUIDITY,0.0,BUY
1453,34310.234002067,164308976022595,164308976043104,0,-1,TAKE_LIQUIDITY,0.0,BUY
